feature_name,importance
rounded_1h_inview_count_mean-rounded_1h_inview_count,17366.408888101578
next_impression_id_mean_cossim_rank,17358.303189992905
rounded_30m_inview_count_median-rounded_30m_inview_count,17295.48484158516
rounded_2m_inview_count_mean/rounded_2m_inview_count,17214.457435131073
rounded_24h_inview_count_norm,17209.16346859932
total_read_time_max,17063.658049583435
rounded_1m_inview_count_skew,17047.149028778076
image_individual_quantile_q25_cossim_norm,17043.203637838364
rounded_3h_inview_count_min-rounded_3h_inview_count,16786.858146429062
rounded_1h_inview_count_min-rounded_1h_inview_count,16717.71664237976
rounded_12h_inview_count_mean/rounded_12h_inview_count,16703.57428431511
rounded_10m_inview_count_max/rounded_10m_inview_count,16593.031365156174
rounded_12h_inview_count_median,16575.26101207733
click_cossim_item2vec_scroll_mean_0,16570.46940612793
time_gap_to_next_inview_impression_time_min,16490.656527757645
rounded_20m_inview_count_median-rounded_20m_inview_count,16459.834800720215
rounded_6h_inview_count_std,16429.264940738678
rounded_1h_inview_count_max-rounded_1h_inview_count,16321.55564403534
rounded_24h_inview_count_median,16200.036676883698
rounded_3h_inview_count_norm,16170.669120311737
rounded_1m_inview_count_kurtosis,16170.527556180954
rounded_1m_inview_count_min-rounded_1m_inview_count,16097.203632831573
rounded_30m_inview_count_norm,16068.981020212173
time_gap_from_prev_inview_impression_time_min,15881.040219783783
rounded_12h_inview_count_min/rounded_12h_inview_count,15870.005054950714
inview_count_median/inview_count,15857.727083444595
rounded_15m_inview_count_min/rounded_15m_inview_count,15719.665263652802
next_impression_id_min_cossim_rank,15684.010350465775
rounded_20m_inview_count_skew,15609.838474750519
rounded_1h_inview_count_max/rounded_1h_inview_count,15551.240233421326
rounded_24h_inview_count_rank,15493.433147192001
rounded_3h_inview_count_max/rounded_3h_inview_count,15486.988424539566
rounded_15m_inview_count_norm,15485.354699850082
image_individual_min_cossim_norm,15381.790061712265
rounded_15m_inview_count_skew,15366.464919805527
rounded_30m_inview_count_min-rounded_30m_inview_count,15319.716864347458
rounded_12h_inview_count_mean,15278.704306840897
rounded_5m_inview_count_min/rounded_5m_inview_count,15246.23348736763
past_inview_count_kurtosis,15228.14256644249
rounded_30m_inview_count_min/rounded_30m_inview_count,15049.708519935608
time_gap_to_next_inview_impression_time_min/time_gap_to_next_inview_impression_time,15002.577999591827
rounded_1m_inview_count_mean/rounded_1m_inview_count,14817.193323135376
rounded_2m_inview_count_kurtosis,14728.586155414581
rounded_10m_inview_count_min-rounded_10m_inview_count,14725.46117925644
next_impression_id_max_cossim_rank,14662.0237596035
second,14566.695604085922
rounded_3h_inview_count_max,14541.551105260849
rounded_6h_inview_count_mean,14501.090672016144
rounded_6h_inview_count_mean-rounded_6h_inview_count,14403.191597223282
image_individual_max_cossim_norm,14198.172285556793
rounded_3m_inview_count_kurtosis,14105.698783874512
rounded_20m_inview_count_mean/rounded_20m_inview_count,14056.529648303986
rounded_5m_inview_count_max-rounded_5m_inview_count,13972.507409095764
rounded_30m_inview_count_mean/rounded_30m_inview_count,13873.52350306511
rounded_1h_inview_count_std,13821.602913856506
rounded_10m_inview_count_max-rounded_10m_inview_count,13813.34469985962
article_read_count_v2,13806.570398330688
rounded_20m_inview_count_min-rounded_20m_inview_count,13802.07340335846
rounded_20m_inview_count_min/rounded_20m_inview_count,13694.622614860535
rounded_30m_inview_count_max/rounded_30m_inview_count,13667.071213245392
rounded_6h_inview_count_median-rounded_6h_inview_count,13627.136943101883
rounded_12h_inview_count_rank,13603.533030033112
rounded_1m_inview_count_norm,13586.698174715042
rounded_3h_inview_count_median,13497.546910762787
rounded_30m_inview_count_mean-rounded_30m_inview_count,13435.40476679802
rounded_3h_inview_count_min,13411.162820339203
rounded_2m_inview_count_skew,13397.146222352982
rounded_5m_inview_count_kurtosis,13375.538073062897
rounded_10m_inview_count_kurtosis,13331.323578119278
rounded_20m_inview_count,13326.673901557922
rounded_30m_inview_count,13326.012244701385
time_gap_to_next_inview_impression_time_mean,13206.94603228569
rounded_6h_inview_count_min/rounded_6h_inview_count,13138.326928853989
past_inview_count_min-past_inview_count,13117.537876605988
rounded_3h_inview_count_std,13046.263029575348
rounded_1m_inview_count_mean-rounded_1m_inview_count,12928.719059944153
time_gap_from_prev_inview_impression_time_mean,12618.331938266754
rounded_30m_inview_count_max-rounded_30m_inview_count,12552.99572134018
rounded_3m_inview_count_skew,12544.306682109833
rounded_5m_inview_count_skew,12460.436756849289
inview_count_std,12437.123379468918
rounded_3h_inview_count_mean,12411.223341464996
rounded_12h_inview_count_norm,12073.673830747604
rounded_3m_inview_count_mean/rounded_3m_inview_count,12066.422492980957
rounded_10m_inview_count,12011.757294178009
