feature_name,importance
rounded_3h_inview_count_median-rounded_3h_inview_count,19466.917905569077
rounded_24h_inview_count_median/rounded_24h_inview_count,19428.838427066803
rounded_12h_inview_count_median-rounded_12h_inview_count,19417.47643971443
time_gap_to_next_inview_impression_time_max,19389.184785604477
rounded_3h_inview_count_skew,19386.121466875076
rounded_3m_inview_count_median-rounded_3m_inview_count,19304.044077396393
total_read_time_median,19296.481734991074
rounded_6h_inview_count_max,19279.01648235321
total_read_time_std,19269.58704829216
rounded_6h_inview_count_rank,19031.10256433487
past_inview_count_skew,18983.751482963562
rounded_2m_inview_count_max/rounded_2m_inview_count,18830.706167936325
rounded_1h_inview_count_norm,18829.500326633453
inview_count_median/inview_count,18779.818861961365
total_pageviews_max,18707.587049245834
rounded_2m_inview_count_min/rounded_2m_inview_count,18703.83078479767
rounded_3m_inview_count_min-rounded_3m_inview_count,18633.4215195179
rounded_12h_inview_count_min-rounded_12h_inview_count,18604.955675840378
rounded_12h_inview_count_max,18098.152417898178
rounded_24h_inview_count_std,17974.988913059235
rounded_24h_inview_count_mean-rounded_24h_inview_count,17733.722990512848
inview_count_median-inview_count,17628.70996618271
rounded_24h_inview_count_median-rounded_24h_inview_count,17625.497215747833
rounded_15m_inview_count_median-rounded_15m_inview_count,17444.667434692383
total_read_time_mean,17437.705196142197
rounded_2m_inview_count_mean/rounded_2m_inview_count,17398.342720270157
rounded_6h_inview_count_skew,17350.496613502502
rounded_6h_inview_count_kurtosis,17209.29056096077
rounded_6h_inview_count_mean/rounded_6h_inview_count,17132.20351266861
rounded_12h_inview_count_kurtosis,17106.642303705215
rounded_5m_inview_count_norm,16982.521083831787
total_read_time_max,16938.936623096466
rounded_10m_inview_count_min/rounded_10m_inview_count,16932.088285446167
rounded_6h_inview_count_std,16843.831865787506
rounded_5m_inview_count_min-rounded_5m_inview_count,16771.089374303818
rounded_3h_inview_count_min-rounded_3h_inview_count,16719.15948700905
minute,16712.579416275024
rounded_3h_inview_count_norm,16689.296467781067
time_gap_to_next_inview_impression_time_median,16592.17739224434
rounded_30m_inview_count_skew,16355.651723861694
rounded_24h_inview_count_mean,16291.251776218414
rounded_1h_inview_count_mean-rounded_1h_inview_count,16272.489327430725
rounded_24h_inview_count_median,16140.472652673721
contrastive_individual_quantile_q75_cossim_norm,16040.38504910469
total_inviews_max,16021.186281442642
rounded_15m_inview_count_skew,15992.615501403809
rounded_1m_inview_count_max/rounded_1m_inview_count,15913.23712182045
rounded_12h_inview_count_mean-rounded_12h_inview_count,15891.430181980133
rounded_30m_inview_count_min-rounded_30m_inview_count,15830.791258573532
rounded_5m_inview_count_min/rounded_5m_inview_count,15810.57728767395
contrastive_individual_mean_cossim_norm,15716.132445335388
next_impression_id_min_cossim_rank,15675.43867468834
rounded_6h_inview_count_median-rounded_6h_inview_count,15650.154304265976
rounded_3m_inview_count_norm,15549.097435712814
rounded_3h_inview_count_min/rounded_3h_inview_count,15528.995428323746
contrastive_individual_median_cossim_norm,15470.729227781296
rounded_10m_inview_count_max/rounded_10m_inview_count,15454.36147069931
time_gap_to_next_inview_impression_time_min/time_gap_to_next_inview_impression_time,15389.96039557457
rounded_1h_inview_count_max-rounded_1h_inview_count,15330.87404680252
rounded_12h_inview_count_min/rounded_12h_inview_count,15317.553098917007
rounded_1m_inview_count_norm,15233.76197552681
rounded_12h_inview_count_median,15144.041678190231
rounded_20m_inview_count_median-rounded_20m_inview_count,15138.581670999527
past_inview_count_kurtosis,15065.348299264908
time_gap_to_next_inview_impression_time_min,15003.32921409607
rounded_30m_inview_count_mean/rounded_30m_inview_count,14991.320646047592
time_gap_from_prev_inview_impression_time_min,14988.171420574188
rounded_15m_inview_count_kurtosis,14973.249378919601
rounded_1m_inview_count_min-rounded_1m_inview_count,14902.460716724396
rounded_15m_inview_count_min/rounded_15m_inview_count,14840.92813205719
rounded_1m_inview_count_kurtosis,14835.13171839714
rounded_30m_inview_count_min/rounded_30m_inview_count,14776.408175468445
second,14709.53308391571
rounded_5m_inview_count_max/rounded_5m_inview_count,14556.26572728157
rounded_6h_inview_count_mean-rounded_6h_inview_count,14555.772434711456
rounded_15m_inview_count_norm,14507.383375406265
rounded_6h_inview_count_mean,14499.260212421417
rounded_1h_inview_count_max/rounded_1h_inview_count,14400.870767116547
rounded_20m_inview_count_mean/rounded_20m_inview_count,14348.251021146774
rounded_1h_inview_count_min-rounded_1h_inview_count,14321.878336191177
rounded_10m_inview_count_min-rounded_10m_inview_count,14297.07704949379
rounded_6h_inview_count_min/rounded_6h_inview_count,14278.302742481232
rounded_6h_inview_count_median,14270.784462928772
rounded_24h_inview_count_norm,14209.099276542664
rounded_3h_inview_count_max/rounded_3h_inview_count,14205.049808263779
rounded_24h_inview_count_rank,14162.099685192108
rounded_30m_inview_count_median-rounded_30m_inview_count,14052.614515066147
rounded_10m_inview_count,13918.689406871796
rounded_20m_inview_count_min/rounded_20m_inview_count,13917.927099704742
next_impression_id_max_cossim_rank,13903.294921636581
rounded_3h_inview_count_std,13867.887356996536
rounded_12h_inview_count_mean,13796.258184432983
time_gap_from_prev_inview_impression_time_mean,13757.451568603516
rounded_20m_inview_count_min-rounded_20m_inview_count,13702.420844554901
article_read_count_v2,13664.45435333252
rounded_12h_inview_count_rank,13632.632410526276
rounded_30m_inview_count_mean-rounded_30m_inview_count,13452.502480268478
rounded_1h_inview_count_std,13449.45996594429
rounded_5m_inview_count_skew,13394.758352994919
rounded_30m_inview_count,13328.430282831192
rounded_2m_inview_count_max-rounded_2m_inview_count,13289.515901565552
rounded_20m_inview_count_skew,13236.98525094986
rounded_5m_inview_count_kurtosis,13199.04881978035
rounded_1m_inview_count_mean/rounded_1m_inview_count,13101.944188833237
time_gap_to_next_inview_impression_time_mean,13095.706896305084
rounded_1m_inview_count_skew,13063.562920093536
rounded_12h_inview_count_norm,13002.823076248169
rounded_3m_inview_count_skew,12769.346931934357
rounded_2m_inview_count_skew,12766.833686590195
rounded_3h_inview_count_median,12765.26921749115
rounded_2m_inview_count_kurtosis,12755.569510936737
rounded_1m_inview_count_mean-rounded_1m_inview_count,12738.199083566666
rounded_3h_inview_count_max,12691.152362585068
rounded_3h_inview_count_min,12594.736696243286
rounded_1h_inview_count_median,12582.968783855438
past_inview_count_min-past_inview_count,12579.318173646927
rounded_30m_inview_count_max/rounded_30m_inview_count,12395.31638765335
rounded_3m_inview_count_kurtosis,12346.319244384766
rounded_10m_inview_count_kurtosis,12101.587220191956
rounded_5m_inview_count,12026.828005313873
rounded_15m_inview_count_min-rounded_15m_inview_count,12005.24515247345
inview_count_mean,11862.885774374008
time_gap_from_prev_inview_impression_time_median/time_gap_from_prev_inview_impression_time,11858.48542547226
inview_count_std,11852.865861415863
rounded_10m_inview_count_skew,11817.463452577591
rounded_30m_inview_count_max-rounded_30m_inview_count,11806.62378001213
rounded_30m_inview_count_norm,11539.063888072968
rounded_15m_inview_count,11353.40787267685
rounded_3h_inview_count_mean,11324.7373316288
rounded_15m_inview_count_max-rounded_15m_inview_count,11110.689256191254
rounded_2m_inview_count_mean-rounded_2m_inview_count,11109.781713724136
rounded_24h_inview_count_max/rounded_24h_inview_count,11102.930402517319
rounded_6h_inview_count_min,11074.250129938126
rounded_20m_inview_count,11052.046336650848
rounded_1h_inview_count_max,10992.203130960464
time_gap_from_prev_inview_impression_time_max/time_gap_from_prev_inview_impression_time,10991.080352544785
rounded_10m_inview_count_mean/rounded_10m_inview_count,10970.516463518143
rounded_30m_inview_count_std,10956.103781461716
article_last_read_time_diff,10883.926869869232
rounded_6h_inview_count_norm,10831.307684898376
time_gap_to_next_inview_impression_time_skew,10787.590116262436
rounded_10m_inview_count_max-rounded_10m_inview_count,10753.677142620087
rounded_3m_inview_count_mean/rounded_3m_inview_count,10651.171863079071
time_gap_to_next_inview_impression_time_mean/time_gap_to_next_inview_impression_time,10558.343673706055
click_cossim_item2vec_mean_0,10488.433252573013
click_cossim_item2vec_mean_2,10223.790282726288
time_gap_from_prev_inview_impression_time_skew,9993.398218631744
weekday,9911.153193473816
click_cossim_item2vec_scroll_mean_0,9815.377987146378
rounded_15m_inview_count_mean/rounded_15m_inview_count,9705.770936727524
rounded_20m_inview_count_max-rounded_20m_inview_count,9641.773305892944
time_gap_to_next_inview_impression_time_max-time_gap_to_next_inview_impression_time,9521.38589501381
click_cossim_item2vec_scroll_mean_2,9503.851254224777
rounded_3m_inview_count_max/rounded_3m_inview_count,9368.748017311096
time_gap_from_prev_inview_impression_time_std,9214.265300750732
time_gap_to_next_inview_impression_time_std,9193.095250606537
rounded_15m_inview_count_mean-rounded_15m_inview_count,9153.355432987213
rounded_20m_inview_count_norm,9118.628672361374
rounded_15m_inview_count_std,9103.966084480286
rounded_3m_inview_count,9088.543381929398
rounded_20m_inview_count_mean-rounded_20m_inview_count,9038.002111434937
rounded_1m_inview_count_max-rounded_1m_inview_count,9011.692724704742
rounded_5m_inview_count_max-rounded_5m_inview_count,8796.703825235367
rounded_20m_inview_count_std,8625.13847064972
rounded_6h_inview_count_max/rounded_6h_inview_count,8554.851259708405
